name,variant,condition,city,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,Original_Price,Price
Honda Elevate,VX (Top),Good,Metro (High Demand),2021,78908.62,Diesel,Automatic,First Owner,15.0,1498,119,5,1702230.69,1139930.98
Tata Altroz,XE (Base),Fair,Metro (High Demand),2024,23126.83,CNG,Manual,Second Owner,19.0,1199,84,5,810630.77,545404.81
Maruti Suzuki Alto,LXI (Base),Excellent,Metro (High Demand),2025,52004.15,Diesel,Automatic,Second Owner,22.0,796,47,5,719045.8,600527.5
Toyota Fortuner,G (Base),Poor,Metro (High Demand),2012,59707.19,Petrol,Manual,Third Owner,10.0,2755,201,7,3637268.85,1111403.15
Honda City,VX (Top),Fair,Metro (High Demand),2021,79015.19,Petrol,Manual,First Owner,17.0,1498,119,5,1609933.68,964042.19
Tata Safari,XZ (Top),Fair,Tier 2 (Medium),2024,144663.55,CNG,Automatic,Second Owner,14.0,1956,167,7,2306086.0,1248070.94
Mahindra Bolero,Base,Excellent,Tier 2 (Medium),2012,94932.15,CNG,Manual,First Owner,16.0,1493,75,7,987799.59,311121.4
Tata Harrier,XE (Base),Poor,Metro (High Demand),2025,138550.57,CNG,Automatic,First Owner,16.0,1956,167,5,1979352.95,1145223.55
Mahindra Thar,Mid,Fair,Tier 2 (Medium),2017,106575.36,Petrol,Manual,Third Owner,15.0,1997,150,4,1563833.19,485381.73
Maruti Suzuki Ertiga,ZXI (Top),Fair,Rural (Low),2023,77668.06,CNG,Automatic,Third Owner,20.0,1462,103,7,1281696.91,577123.46
Maruti Suzuki Dzire,VXI (Mid),Good,Tier 2 (Medium),2023,81294.96,CNG,Manual,Third Owner,23.0,1197,88,5,802021.85,697110.43
Tata Safari,XM (Mid),Fair,Rural (Low),2013,63039.1,Petrol,Manual,First Owner,14.0,1956,167,7,2075322.82,644639.16
Kia Carens,GTX (Top),Excellent,Metro (High Demand),2015,23131.17,Petrol,Manual,Second Owner,16.0,1497,113,7,1359906.84,488619.42
Honda City,E (Base),Good,Tier 2 (Medium),2014,125019.83,Diesel,Manual,First Owner,17.0,1498,119,5,1601217.2,495698.39
Tata Safari,XM (Mid),Good,Tier 2 (Medium),2023,108766.79,Petrol,Automatic,Second Owner,14.0,1956,167,7,2260794.18,1152088.85
Hyundai Venue,E (Base),Excellent,Tier 2 (Medium),2011,529623.0470972887,CNG,Automatic,First Owner,18.0,998,118,5,1262503.34,400052.68
Hyundai i20,SX (Top),Excellent,Metro (High Demand),2012,148044.56,Petrol,Automatic,Second Owner,20.0,1197,82,5,1120674.72,362200.9
Honda Elevate,VX (Top),Fair,Metro (High Demand),2024,148502.03,Petrol,Automatic,First Owner,15.0,1498,119,5,1625900.14,1101355.29
Mahindra XUV700,Base,Good,Metro (High Demand),2018,691004.3601204366,Petrol,Manual,Third Owner,13.0,2198,182,7,2040440.65,617342.27
Tata Altroz,XM (Mid),Excellent,Metro (High Demand),2022,62994.41,CNG,Automatic,Third Owner,19.0,1199,84,5,1099324.76,661263.86
Kia Seltos,HTK (Mid),Poor,Tier 2 (Medium),2015,95886.66,CNG,Manual,Fourth & Above Owner,16.0,1497,113,5,1750645.19,553489.86
Toyota Innova,V (Top),Fair,Rural (Low),2018,94515.8,Petrol,Manual,Second Owner,11.0,2393,148,7,2634564.24,943681.59
Tata Nexon,XE (Base),Poor,Tier 2 (Medium),2017,116867.04,Diesel,Manual,Third Owner,17.0,1199,118,5,1279179.11,402168.87
Hyundai i20,S (Mid),Poor,Rural (Low),2023,76920.76,Diesel,Manual,First Owner,20.0,1197,82,5,941067.27,507224.72
Maruti Suzuki Brezza,ZXI (Top),Good,Rural (Low),2025,65626.55,Petrol,Automatic,Third Owner,19.0,1462,103,5,1232783.02,874537.75
Kia Seltos,HTE (Base),Good,Metro (High Demand),2020,113430.02,CNG,Manual,Third Owner,16.0,1497,113,5,1693895.25,551493.83
Mahindra Thar,Top,Fair,Metro (High Demand),2022,47101.2,Petrol,Automatic,Second Owner,15.0,1997,150,4,1728445.81,1037413.37
Kia Carens,HTK (Mid),Excellent,Metro (High Demand),2016,469884.9757430227,Diesel,Manual,First Owner,16.0,1497,113,7,1412967.99,648567.53
Maruti Suzuki Swift,ZXI (Top),Fair,Rural (Low),2024,94565.33,Diesel,Automatic,Third Owner,21.0,1197,82,5,975736.19,582763.12
Mahindra XUV300,Base,Good,Rural (Low),2011,28431.69,Diesel,Manual,First Owner,17.0,1197,108,5,1335900.2,429634.73
Kia Seltos,GTX (Top),Fair,Metro (High Demand),2023,137283.26,Petrol,Automatic,First Owner,16.0,1497,113,5,1872457.19,1146203.74
Tata Nexon,XZ (Top),Good,Tier 2 (Medium),2024,23517.14,Petrol,Manual,First Owner,17.0,1199,118,5,1241806.65,1090306.8
Kia Sonet,HTE (Base),Good,Rural (Low),2012,27936.85,Diesel,Manual,First Owner,18.0,998,118,5,1208981.88,376728.29
Maruti Suzuki Dzire,ZXI (Top),Good,Rural (Low),2015,134455.58,Diesel,Manual,First Owner,23.0,1197,88,5,927381.4,307435.88
Volkswagen Virtus,Trendline (Base),Excellent,Metro (High Demand),2023,14511.06,Petrol,Manual,Second Owner,18.0,1498,148,5,1563943.37,1179688.93
Toyota Innova,G (Base),Poor,Metro (High Demand),2011,34582.83,Diesel,Automatic,First Owner,11.0,2393,148,7,2869406.17,885463.24
Maruti Suzuki Brezza,ZXI (Top),Poor,Metro (High Demand),2021,595955.1562621152,Diesel,Manual,First Owner,19.0,1462,103,5,1180256.55,658003.28
Tata Altroz,XZ (Top),Excellent,Metro (High Demand),2018,581290.6684768061,Diesel,Automatic,Second Owner,19.0,1199,84,5,1164668.75,580309.26
Honda City,VX (Top),Excellent,Metro (High Demand),2019,591184.7458458034,Petrol,Automatic,Third Owner,17.0,1498,119,5,1657305.91,707036.47
Honda Amaze,S (Mid),Fair,Metro (High Demand),2015,28386.45,Diesel,Automatic,Third Owner,18.0,1199,88,5,1064286.44,330605.45
Mahindra Scorpio,Mid,Excellent,Metro (High Demand),2013,137773.34,Petrol,Manual,First Owner,15.0,2184,130,7,1736677.94,545204.14
Maruti Suzuki Ertiga,LXI (Base),Good,Rural (Low),2021,62294.52,Diesel,Automatic,First Owner,20.0,1462,103,7,1274903.23,771176.1
Kia Seltos,HTE (Base),Poor,Tier 2 (Medium),2021,7080.33,CNG,Automatic,Second Owner,16.0,1497,113,5,1851531.86,700720.55
Maruti Suzuki Brezza,VXI (Mid),Fair,Metro (High Demand),2023,65907.32,Diesel,Manual,Second Owner,19.0,1462,103,5,1132230.76,655792.83
Honda Elevate,S (Mid),Good,Tier 2 (Medium),2024,128127.95,CNG,Manual,First Owner,15.0,1498,119,5,1486617.82,1112147.73
Toyota Urban Cruiser,V (Top),Excellent,Tier 2 (Medium),2018,5742.75,CNG,Manual,First Owner,18.0,1462,103,5,1113834.27,667583.23
Toyota Fortuner,V (Top),Good,Tier 2 (Medium),2014,101030.1,Petrol,Manual,First Owner,10.0,2755,201,7,3730557.02,3300738.92
Maruti Suzuki Ertiga,LXI (Base),Good,Rural (Low),2021,69138.58,Petrol,Automatic,First Owner,20.0,1462,103,7,1191097.54,692563.52
Volkswagen Polo,Highline (Top),Good,Metro (High Demand),2013,16133.15,CNG,Automatic,Third Owner,18.0,999,108,5,1133365.89,369493.25
Honda Elevate,E (Base),Fair,Metro (High Demand),2020,140940.14,Diesel,Manual,First Owner,15.0,1498,119,5,1449216.11,548167.16
Maruti Suzuki Ertiga,VXI (Mid),Fair,Tier 2 (Medium),2023,148459.4,Diesel,Manual,Third Owner,20.0,1462,103,7,1255948.12,507109.42
Tata Safari,XZ (Top),Good,Tier 2 (Medium),2011,62964.62,CNG,Manual,First Owner,14.0,1956,167,7,2209818.02,676023.7
Volkswagen Virtus,Trendline (Base),Good,Metro (High Demand),2021,43509.26,CNG,Manual,Fourth & Above Owner,18.0,1498,148,5,1638984.97,669865.13
Hyundai i20,S (Mid),Good,Metro (High Demand),2017,141901.73,Diesel,Manual,Second Owner,20.0,1197,82,5,992992.14,318920.4
Tata Safari,XZ (Top),Fair,Metro (High Demand),2013,116796.62,CNG,Manual,First Owner,14.0,1956,167,7,2112721.34,648984.69
Volkswagen Taigun,Trendline (Base),Fair,Metro (High Demand),2022,9597.74,CNG,Manual,Second Owner,16.0,1498,148,5,1440766.93,717841.12
Hyundai Venue,SX (Top),Good,Metro (High Demand),2014,58592.53,CNG,Automatic,Second Owner,18.0,998,118,5,1357670.03,425990.75
Volkswagen Taigun,Trendline (Base),Good,Metro (High Demand),2024,148941.52,Petrol,Automatic,Second Owner,16.0,1498,148,5,1594061.69,929188.96
Hyundai Creta,S (Mid),Good,Tier 2 (Medium),2024,73710.81,CNG,Automatic,Second Owner,16.0,1497,113,5,1764403.83,1372621.6
Mahindra Thar,Base,Poor,Rural (Low),2021,120570.64,Petrol,Automatic,Third Owner,15.0,1997,150,4,1635746.5,516319.71
Tata Nexon,XZ (Top),Good,Rural (Low),2018,19762.13,CNG,Manual,Second Owner,17.0,1199,118,5,1261082.85,496419.17
Honda Elevate,S (Mid),Excellent,Tier 2 (Medium),2019,109461.9,Petrol,Automatic,Third Owner,15.0,1498,119,5,1595407.79,526773.53
Tata Harrier,XZ (Top),Fair,Tier 2 (Medium),2017,68473.45,CNG,Automatic,Second Owner,16.0,1956,167,5,2090930.06,652150.88
Tata Nexon,XM (Mid),Good,Tier 2 (Medium),2011,86630.53,CNG,Automatic,First Owner,17.0,1199,118,5,1300688.21,408314.53
Maruti Suzuki Ertiga,LXI (Base),Good,Tier 2 (Medium),2019,645919.3604976627,Petrol,Automatic,First Owner,20.0,1462,103,7,1226933.96,616918.53
Hyundai Grand i10,E (Base),Good,Metro (High Demand),2024,92564.4,CNG,Manual,Third Owner,20.0,1197,82,5,701836.92,441358.01
Maruti Suzuki Brezza,LXI (Base),Good,Tier 2 (Medium),2019,86918.43,Petrol,Manual,First Owner,19.0,1462,103,5,1028615.02,556884.07
Tata Safari,XE (Base),Good,Tier 2 (Medium),2023,102036.19,CNG,Manual,First Owner,14.0,1956,167,7,2035924.79,1253611.04
Toyota Fortuner,V (Top),Fair,Tier 2 (Medium),2014,37732.15,CNG,Manual,First Owner,10.0,2755,201,7,3670319.43,1190016.51
Honda Amaze,VX (Top),Poor,Metro (High Demand),2019,50633.89,CNG,Manual,Second Owner,18.0,1199,88,5,1039857.37,353366.54
Maruti Suzuki Dzire,LXI (Base),Fair,Rural (Low),2016,19311.8,Diesel,Manual,First Owner,23.0,1197,88,5,907068.09,316792.85
Hyundai Creta,E (Base),Poor,Tier 2 (Medium),2025,14657.53,Diesel,Manual,Third Owner,16.0,1497,113,5,1694623.16,1035814.8
Hyundai i20,SX (Top),Fair,Rural (Low),2023,149913.91,CNG,Manual,First Owner,20.0,1197,82,5,974087.08,545201.63
Mahindra Thar,Top,Good,Tier 2 (Medium),2020,136119.16,Petrol,Automatic,Second Owner,15.0,1997,150,4,1863362.59,1659568.8
Toyota Innova,G (Base),Good,Rural (Low),2023,16341.12,Diesel,Automatic,First Owner,11.0,2393,148,7,2853083.71,2414625.55
Maruti Suzuki Dzire,VXI (Mid),Excellent,Tier 2 (Medium),2014,123275.92,CNG,Automatic,Second Owner,23.0,1197,88,5,894809.9,293335.41
Toyota Urban Cruiser,G (Base),Excellent,Rural (Low),2019,68616.49,Diesel,Automatic,Second Owner,18.0,1462,103,5,1302011.83,535469.73
Tata Altroz,XZ (Top),Good,Rural (Low),2019,61642.61,CNG,Automatic,First Owner,19.0,1199,84,5,1148610.72,585466.06
Hyundai Grand i10,S (Mid),Fair,Metro (High Demand),2012,25197.88,Petrol,Automatic,First Owner,20.0,1197,82,5,885449.35,291329.12
Volkswagen Virtus,Comfortline (Mid),Excellent,Metro (High Demand),2014,78927.89,Diesel,Automatic,First Owner,18.0,1498,148,5,1826388.82,571749.49
Honda Amaze,E (Base),Good,Tier 2 (Medium),2023,126654.79,Diesel,Automatic,First Owner,18.0,1199,88,5,1033726.42,630818.02
Mahindra XUV300,Mid,Good,Metro (High Demand),2015,39014.13,Petrol,Manual,First Owner,17.0,1197,108,5,1242936.02,481752.93
Tata Altroz,XE (Base),Poor,Metro (High Demand),2013,127006.91,Diesel,Automatic,First Owner,19.0,1199,84,5,1024570.18,323613.82
Toyota Urban Cruiser,G (Base),Good,Rural (Low),2024,47663.67,Diesel,Manual,Second Owner,18.0,1462,103,5,1152287.4,818333.45
Kia Seltos,HTE (Base),Good,Tier 2 (Medium),2018,141508.25,Petrol,Manual,Second Owner,16.0,1497,113,5,1660612.73,511320.56
Toyota Urban Cruiser,V (Top),Good,Metro (High Demand),2023,77434.91,Diesel,Manual,Third Owner,18.0,1462,103,5,1263290.31,810330.88
Toyota Fortuner,G (Base),Good,Metro (High Demand),2012,126729.94,Diesel,Manual,First Owner,10.0,2755,201,7,3739701.98,1131951.32
Toyota Glanza,G (Base),Fair,Metro (High Demand),2024,55220.15,CNG,Manual,Second Owner,22.0,1197,88,5,828234.39,717415.69
Tata Harrier,XM (Mid),Excellent,Rural (Low),2020,35079.63,Diesel,Automatic,Second Owner,16.0,1956,167,5,2185802.49,1113361.97
Volkswagen Taigun,Trendline (Base),Good,Tier 2 (Medium),2016,48503.6,CNG,Automatic,Second Owner,16.0,1498,148,5,1610658.0,559379.22
Kia Sonet,HTK (Mid),Fair,Tier 2 (Medium),2021,100124.99,CNG,Manual,First Owner,18.0,998,118,5,1074947.67,452637.35
Kia Carens,HTK (Mid),Good,Tier 2 (Medium),2020,99085.93,Diesel,Manual,First Owner,16.0,1497,113,7,1442265.36,848407.49
Maruti Suzuki Swift,VXI (Mid),Poor,Tier 2 (Medium),2014,103089.83,CNG,Automatic,First Owner,21.0,1197,82,5,768664.6,240759.81
Kia Carens,GTX (Top),Excellent,Metro (High Demand),2022,87015.03,Petrol,Automatic,First Owner,16.0,1497,113,7,1553497.57,1382735.73
Hyundai Venue,E (Base),Excellent,Metro (High Demand),2022,86730.42,Petrol,Automatic,Third Owner,18.0,998,118,5,1226281.46,685726.81
Tata Tiago,XE (Base),Poor,Rural (Low),2024,73343.24,Diesel,Automatic,Second Owner,20.0,1199,84,5,859960.15,371630.09
Maruti Suzuki Alto,VXI (Mid),Good,Metro (High Demand),2021,46726.07,CNG,Automatic,Third Owner,22.0,796,47,5,565690.51,300942.93
Toyota Urban Cruiser,V (Top),Good,Rural (Low),2019,143721.44,Diesel,Manual,First Owner,18.0,1462,103,5,1283181.23,536102.13
Volkswagen Vento,Comfortline (Mid),Poor,Tier 2 (Medium),2021,49841.78,Diesel,Manual,Second Owner,17.0,999,108,5,1312611.13,492151.15
Kia Carens,HTK (Mid),Fair,Tier 2 (Medium),2021,84056.41,Diesel,Automatic,Second Owner,16.0,1497,113,7,1502292.47,1330320.03
Maruti Suzuki Alto,VXI (Mid),Good,Tier 2 (Medium),2022,50155.42,Petrol,Manual,First Owner,22.0,796,47,5,488219.32,315479.56
Toyota Urban Cruiser,G (Base),Excellent,Tier 2 (Medium),2019,32398.55,Petrol,Manual,Third Owner,18.0,1462,103,5,1149072.8,496316.97
Toyota Innova,G (Base),Good,Tier 2 (Medium),2020,83600.92,Petrol,Automatic,Second Owner,11.0,2393,148,7,2725085.51,1432254.8
Tata Tiago,XM (Mid),Good,Metro (High Demand),2023,105870.84,Petrol,Manual,Second Owner,20.0,1199,84,5,789335.58,435509.56
Hyundai Venue,S (Mid),Excellent,Tier 2 (Medium),2021,25399.41,Diesel,Automatic,Second Owner,18.0,998,118,5,1372353.01,826194.57
Maruti Suzuki Ertiga,ZXI (Top),Poor,Metro (High Demand),2025,59569.5,CNG,Manual,First Owner,20.0,1462,103,7,1238180.78,893229.08
Tata Safari,XZ (Top),Poor,Rural (Low),2015,122290.87,CNG,Manual,Second Owner,14.0,1956,167,7,2155424.33,668281.21
Volkswagen Vento,Comfortline (Mid),Good,Tier 2 (Medium),2018,70936.11,Petrol,Manual,Fourth & Above Owner,17.0,999,108,5,1199834.87,376363.7
Honda City,S (Mid),Good,Tier 2 (Medium),2014,26566.81,CNG,Manual,Second Owner,17.0,1498,119,5,1580345.32,498043.94
Volkswagen Virtus,Highline (Top),Good,Tier 2 (Medium),2025,51485.65,Petrol,Manual,Second Owner,18.0,1498,148,5,1737383.78,1458029.02
Volkswagen Vento,Highline (Top),Excellent,Tier 2 (Medium),2021,88875.6,Diesel,Automatic,First Owner,17.0,999,108,5,1559132.1,1186986.65
Mahindra Scorpio,Top,Good,Metro (High Demand),2022,99289.67,CNG,Manual,First Owner,15.0,2184,130,7,1776250.64,1495164.19
Mahindra Scorpio,Mid,Good,Tier 2 (Medium),2021,138018.3,Diesel,Manual,First Owner,15.0,2184,130,7,1835166.69,1144066.74
Hyundai Creta,S (Mid),Good,Metro (High Demand),2025,139589.23,CNG,Manual,First Owner,16.0,1497,113,5,1553457.67,1385265.44
Mahindra XUV300,Top,Good,Tier 2 (Medium),2012,78737.13,Petrol,Manual,First Owner,17.0,1197,108,5,1200284.32,388193.09
Kia Carens,HTK (Mid),Good,Metro (High Demand),2015,138017.21,Diesel,Automatic,Second Owner,16.0,1497,113,7,1589636.23,489134.98
Toyota Urban Cruiser,V (Top),Fair,Metro (High Demand),2011,89781.43,Diesel,Manual,First Owner,18.0,1462,103,5,1318205.47,410738.44
Volkswagen Taigun,Trendline (Base),Good,Rural (Low),2017,114922.09,Diesel,Automatic,Second Owner,16.0,1498,148,5,1688852.74,516929.93
Volkswagen Polo,Highline (Top),Good,Metro (High Demand),2023,135879.8,Petrol,Automatic,First Owner,18.0,999,108,5,1130770.35,841420.17
Volkswagen Taigun,Highline (Top),Fair,Metro (High Demand),2025,139440.08,Petrol,Automatic,First Owner,16.0,1498,148,5,1621586.57,1190851.28
Hyundai Grand i10,S (Mid),Fair,Metro (High Demand),2012,31208.86,Diesel,Automatic,Second Owner,20.0,1197,82,5,957980.91,297648.79
Tata Harrier,XE (Base),Excellent,Tier 2 (Medium),2011,120170.49,Petrol,Automatic,First Owner,16.0,1956,167,5,2011364.36,625373.34
Tata Tiago,XM (Mid),Good,Tier 2 (Medium),2013,70998.58,Diesel,Automatic,Third Owner,20.0,1199,84,5,870453.89,276761.5
Kia Sonet,GTX (Top),Fair,Rural (Low),2015,56972.97,Diesel,Automatic,First Owner,18.0,998,118,5,1422763.79,445855.18
Honda Elevate,VX (Top),Good,Metro (High Demand),2020,117831.89,Diesel,Automatic,First Owner,15.0,1498,119,5,1708299.37,869761.8
Hyundai i20,E (Base),Good,Metro (High Demand),2021,15717.33,Petrol,Manual,First Owner,20.0,1197,82,5,856884.01,567659.5
Maruti Suzuki Alto,ZXI (Top),Good,Rural (Low),2025,64578.1,CNG,Manual,Third Owner,22.0,796,47,5,458069.55,324067.57
Mahindra XUV300,Mid,Excellent,Tier 2 (Medium),2020,63881.48,CNG,Manual,Second Owner,17.0,1197,108,5,1239393.84,587828.22
Maruti Suzuki Dzire,LXI (Base),Excellent,Metro (High Demand),2012,29550.47,Petrol,Manual,Third Owner,23.0,1197,88,5,806786.04,252249.09
Mahindra Scorpio,Base,Good,Tier 2 (Medium),2020,106910.41,CNG,Automatic,First Owner,15.0,2184,130,7,1740942.91,868951.8
Toyota Urban Cruiser,V (Top),Excellent,Rural (Low),2023,8853.85,Diesel,Automatic,First Owner,18.0,1462,103,5,1384912.53,1235249.35
Mahindra XUV300,Top,Good,Rural (Low),2016,134741.38,CNG,Manual,Second Owner,17.0,1197,108,5,1337212.08,426852.94
Mahindra XUV700,Top,Fair,Metro (High Demand),2019,19649.43,Petrol,Manual,First Owner,13.0,2198,182,7,2244957.31,1402092.33
Hyundai Verna,SX (Top),Good,Tier 2 (Medium),2020,121665.15,Diesel,Manual,Second Owner,19.0,1497,113,5,1534130.37,620537.41
Toyota Fortuner,V (Top),Good,Tier 2 (Medium),2020,142060.36,CNG,Manual,First Owner,10.0,2755,201,7,3659212.27,2177912.09
Toyota Innova,G (Base),Good,Tier 2 (Medium),2016,133951.78,Diesel,Manual,Third Owner,11.0,2393,148,7,2612033.41,800778.18
Mahindra XUV300,Top,Good,Metro (High Demand),2018,110606.77,Petrol,Automatic,Fourth & Above Owner,17.0,1197,108,5,1357321.66,429463.81
Hyundai Venue,E (Base),Poor,Rural (Low),2017,387253.91523052455,Petrol,Automatic,First Owner,18.0,998,118,5,1196085.68,376514.44
Tata Safari,XM (Mid),Excellent,Metro (High Demand),2012,85466.08,CNG,Manual,Third Owner,14.0,1956,167,7,2075001.52,645723.61
Toyota Urban Cruiser,G (Base),Good,Tier 2 (Medium),2024,104880.8,Petrol,Automatic,Fourth & Above Owner,18.0,1462,103,5,1195579.2,485775.42
Toyota Urban Cruiser,G (Base),Excellent,Tier 2 (Medium),2018,115763.73,Diesel,Manual,First Owner,18.0,1462,103,5,1225931.23,458609.2
Honda Amaze,E (Base),Good,Tier 2 (Medium),2014,41295.53,Diesel,Manual,Second Owner,18.0,1199,88,5,961318.61,317659.28
Volkswagen Taigun,Trendline (Base),Good,Metro (High Demand),2012,139314.48,Diesel,Manual,First Owner,16.0,1498,148,5,1553413.93,487824.06
Honda City,E (Base),Good,Rural (Low),2012,127383.02,CNG,Manual,First Owner,17.0,1498,119,5,1472362.89,461983.25
Maruti Suzuki Baleno,VXI (Mid),Good,Metro (High Demand),2024,37666.78,CNG,Automatic,First Owner,22.0,1197,88,5,981845.74,864346.14
Mahindra Scorpio,Top,Good,Metro (High Demand),2013,144732.39,CNG,Manual,First Owner,15.0,2184,130,7,1817271.88,591903.55
Tata Harrier,XZ (Top),Excellent,Metro (High Demand),2019,594712.6333083368,Diesel,Manual,Second Owner,16.0,1956,167,5,2077676.63,1048272.41
Mahindra XUV700,Mid,Fair,Tier 2 (Medium),2025,43132.98,Petrol,Automatic,Second Owner,13.0,2198,182,7,2241576.19,1878488.79
Tata Altroz,XZ (Top),Good,Rural (Low),2016,109258.8,Diesel,Manual,First Owner,19.0,1199,84,5,1090520.07,347819.7
Toyota Urban Cruiser,V (Top),Good,Rural (Low),2019,136611.0,CNG,Manual,First Owner,18.0,1462,103,5,1227676.0,499622.69
Maruti Suzuki Alto,LXI (Base),Good,Tier 2 (Medium),2020,66107.27,Petrol,Manual,Second Owner,22.0,796,47,5,433085.47,192558.79
Hyundai Venue,S (Mid),Fair,Metro (High Demand),2020,13789.55,Petrol,Manual,First Owner,18.0,998,118,5,1179845.35,629802.78
Honda City,S (Mid),Good,Rural (Low),2017,121618.02,CNG,Automatic,First Owner,17.0,1498,119,5,1685443.79,607556.48
Toyota Fortuner,G (Base),Good,Rural (Low),2011,95362.75,Petrol,Automatic,First Owner,10.0,2755,201,7,3701960.45,1130365.61
Maruti Suzuki Baleno,VXI (Mid),Good,Tier 2 (Medium),2020,52475.44,Petrol,Automatic,First Owner,22.0,1197,88,5,1008719.93,585934.46
Maruti Suzuki Swift,LXI (Base),Good,Metro (High Demand),2016,42135.47,Petrol,Automatic,Fourth & Above Owner,21.0,1197,82,5,741939.68,248654.6
Maruti Suzuki Brezza,VXI (Mid),Excellent,Tier 2 (Medium),2016,84575.64,CNG,Manual,Third Owner,19.0,1462,103,5,974877.99,297650.75
Tata Tiago,XM (Mid),Good,Tier 2 (Medium),2012,79910.51,Diesel,Automatic,First Owner,20.0,1199,84,5,901111.62,282857.75
Volkswagen Vento,Trendline (Base),Poor,Metro (High Demand),2024,79040.3,Petrol,Manual,Second Owner,17.0,999,108,5,1221092.57,587182.88
Hyundai Grand i10,S (Mid),Good,Tier 2 (Medium),2018,136535.7,CNG,Manual,Second Owner,20.0,1197,82,5,805002.9,263332.12
Toyota Urban Cruiser,G (Base),Good,Metro (High Demand),2016,23791.56,CNG,Manual,First Owner,18.0,1462,103,5,1013021.17,425767.99
Hyundai Verna,S (Mid),Good,Tier 2 (Medium),2013,117295.96,Petrol,Automatic,Third Owner,19.0,1497,113,5,1429759.87,442167.05
Kia Seltos,HTE (Base),Good,Tier 2 (Medium),2022,12456.04,Petrol,Manual,Second Owner,16.0,1497,113,5,1656378.39,973467.95
Maruti Suzuki Baleno,ZXI (Top),Fair,Rural (Low),2018,14298.53,Petrol,Automatic,Second Owner,22.0,1197,88,5,1049881.33,383269.62
Toyota Innova,G (Base),Excellent,Tier 2 (Medium),2019,101620.38,Diesel,Automatic,Second Owner,11.0,2393,148,7,2820862.14,1196111.82
Hyundai i20,E (Base),Good,Rural (Low),2021,141275.86,Petrol,Manual,First Owner,20.0,1197,82,5,818623.43,363263.27
Tata Altroz,XZ (Top),Good,Tier 2 (Medium),2011,100250.87,Diesel,Automatic,Fourth & Above Owner,19.0,1199,84,5,1260572.27,396806.25
Tata Nexon,XZ (Top),Good,Tier 2 (Medium),2021,142269.37,Petrol,Manual,First Owner,17.0,1199,118,5,1202278.79,685262.4
Tata Safari,XM (Mid),Good,Rural (Low),2012,147283.31,Petrol,Manual,Fourth & Above Owner,14.0,1956,167,7,2162502.48,672876.87
Volkswagen Taigun,Trendline (Base),Fair,Rural (Low),2022,6935.45,CNG,Manual,First Owner,16.0,1498,148,5,1440690.41,907816.02
Hyundai Verna,SX (Top),Good,Tier 2 (Medium),2023,30928.11,CNG,Automatic,Second Owner,19.0,1497,113,5,1560834.29,1137171.62
Tata Tiago,XE (Base),Poor,Tier 2 (Medium),2011,88486.53,CNG,Manual,Second Owner,20.0,1199,84,5,665575.67,215298.37
Tata Tiago,XZ (Top),Good,Tier 2 (Medium),2022,144277.7,Diesel,Manual,First Owner,20.0,1199,84,5,882568.34,514532.7
Hyundai Creta,E (Base),Good,Rural (Low),2023,75785.24,Petrol,Manual,First Owner,16.0,1497,113,5,1568954.95,1243054.02
Honda City,E (Base),Good,Metro (High Demand),2022,53739.33,Diesel,Manual,Third Owner,17.0,1498,119,5,1595861.64,818168.38
Kia Seltos,GTX (Top),Good,Metro (High Demand),2012,101537.66,Diesel,Automatic,First Owner,16.0,1497,113,5,2003633.48,626429.26
Kia Sonet,HTE (Base),Excellent,Metro (High Demand),2024,130010.33,CNG,Manual,First Owner,18.0,998,118,5,1002996.56,824855.0
Toyota Glanza,G (Base),Excellent,Tier 2 (Medium),2011,56070.91,Diesel,Automatic,First Owner,22.0,1197,88,5,1103486.24,345418.17
Kia Carens,HTK (Mid),Fair,Rural (Low),2017,12963.04,Diesel,Automatic,First Owner,16.0,1497,113,7,1594049.9,551983.08
Honda City,VX (Top),Good,Rural (Low),2025,422979.6776652062,Diesel,Automatic,First Owner,17.0,1498,119,5,1852788.59,1651314.51
Tata Harrier,XE (Base),Good,Rural (Low),2022,83618.47,CNG,Automatic,First Owner,16.0,1956,167,5,1921796.68,1705660.4
Mahindra XUV300,Base,Fair,Tier 2 (Medium),2018,49967.83,Petrol,Manual,First Owner,17.0,1197,108,5,1135849.77,1000225.07
Hyundai Creta,S (Mid),Excellent,Metro (High Demand),2019,142977.67,CNG,Automatic,First Owner,16.0,1497,113,5,1700923.08,949662.18
Mahindra Bolero,Top,Excellent,Metro (High Demand),2011,11228.89,Diesel,Manual,Second Owner,16.0,1493,75,7,1210217.2,375482.17
Volkswagen Polo,Comfortline (Mid),Good,Tier 2 (Medium),2023,477300.37999957043,CNG,Manual,First Owner,18.0,999,108,5,930607.33,795464.87
Honda Amaze,E (Base),Excellent,Tier 2 (Medium),2017,12947.93,Diesel,Manual,Second Owner,18.0,1199,88,5,958938.49,403896.16
Honda Elevate,VX (Top),Excellent,Tier 2 (Medium),2021,28455.98,CNG,Manual,First Owner,15.0,1498,119,5,1448231.16,1183276.62
Maruti Suzuki Alto,ZXI (Top),Excellent,Metro (High Demand),2021,48232.86,Diesel,Manual,First Owner,22.0,796,47,5,642202.05,550114.02
Honda City,S (Mid),Fair,Tier 2 (Medium),2021,105385.78,Diesel,Manual,First Owner,17.0,1498,119,5,1683322.37,770146.2
